,peak_id,gene_short_name
692,chr10_88356644_88357766,Dram1
693,chr10_88378656_88381054,Gnptab
694,chr10_88502415_88504597,Chpt1
695,chr10_88730385_88732597,Arl1
696,chr10_88730385_88732597,Gm4925
697,chr10_88826232_88827315,Utp20
698,chr10_8885332_8886893,Sash1
699,chr10_88885508_88885849,Slc5a8
700,chr10_89256534_89258206,Ano4
701,chr10_89442949_89444437,Gas2l3
702,chr10_89685319_89686949,1500026H17Rik
703,chr10_89685319_89686949,Scyl2
704,chr10_89731393_89732834,Actr6
705,chr10_89744597_89746099,Uhrf1bp1l
706,chr10_89872112_89874551,Anks1b
707,chr10_90575986_90578031,Anks1b
708,chr10_90828588_90831223,Anks1b
709,chr10_91081951_91083786,Apaf1
710,chr10_91081951_91083786,Ikbip
711,chr10_91123132_91124736,Slc25a3
712,chr10_91170348_91172646,Tmpo
713,chr10_91887954_91889098,Gm31592
714,chr10_92163972_92165242,Rmst
715,chr10_92721737_92723025,Nedd1
716,chr10_93081032_93081965,Cfap54
717,chr10_93160141_93163224,Cdk17
718,chr10_93160141_93163224,Mir1931
719,chr10_93308948_93311564,Elk3
720,chr10_93429632_93433239,Mir7688
721,chr10_93452524_93454289,Lta4h
722,chr10_93539668_93540569,Amdhd1
723,chr10_93539668_93540569,Ccdc38
724,chr10_93588740_93590142,4933408J17Rik
725,chr10_93588740_93590142,Snrpf
726,chr10_93640708_93642537,Ntn4
727,chr10_93831601_93832261,Usp44
728,chr10_94034609_94036829,Fgd6
729,chr10_94034609_94036829,Vezt
730,chr10_94147305_94148875,Nr2c1
731,chr10_94198500_94199610,Ndufa12
732,chr10_94311745_94312764,Tmcc3
733,chr10_94514239_94515754,Tmcc3
734,chr10_94687705_94689653,Cep83
735,chr10_94687705_94689653,Cep83os
736,chr10_94942337_94945923,Plxnc1
737,chr10_95145389_95146087,Gm29684
738,chr10_95323193_95324441,Cradd
739,chr10_95414228_95418325,5730420D15Rik
740,chr10_95414228_95418325,Socs2
741,chr10_95501217_95502221,Mrpl42
742,chr10_95513959_95516106,Ube2n
743,chr10_95562804_95564875,Nudt4
744,chr10_95939712_95941621,Eea1
745,chr10_96616140_96618750,Btg1
746,chr10_9674301_9677427,Samd5
747,chr10_97565591_97565906,Lum
748,chr10_98913440_98916842,Atp2b1
749,chr10_9899173_9902524,Stxbp5
750,chr10_99106392_99108578,Galnt4
751,chr10_99106392_99108578,Poc1b
752,chr10_99260887_99265760,Dusp6
753,chr10_99641740_99642230,Gm18409
754,chr11_100319298_100321035,Eif1
755,chr11_100332748_100333469,Gast
756,chr11_100354957_100357028,Hap1
757,chr11_100396789_100398534,Gm12348
758,chr11_100396789_100398534,Jup
759,chr11_100414000_100415871,Fkbp10
760,chr11_100414000_100415871,P3h4
761,chr11_100440474_100441545,Klhl10
762,chr11_100440474_100441545,Nt5c3b
763,chr11_100471647_100473279,Klhl11
764,chr11_100526574_100528733,Acly
765,chr11_100544956_100546085,Ttc25
766,chr11_100574713_100575700,Cnp
767,chr11_100618662_100620610,Dnajc7
768,chr11_100622557_100623491,Nkiras2
769,chr11_100711817_100712779,Kat2a
770,chr11_100737618_100739015,Rab5c
771,chr11_100758612_100760311,Kcnh4
772,chr11_100770732_100771101,Ghdc
773,chr11_100849850_100851479,Stat5b
774,chr11_100859240_100859502,Stat5a
775,chr11_100860125_100860733,Stat5a
776,chr11_100938627_100940247,Stat3
777,chr11_100969695_100970957,Cavin1
778,chr11_101008795_101010905,Atp6v0a1
779,chr11_101069582_101070985,Naglu
780,chr11_101081822_101083212,Coasy
781,chr11_101086735_101087907,Mlx
782,chr11_101094669_101096113,Psmc3ip
783,chr11_101119126_101120672,Retreg3
784,chr11_101119126_101120672,Tubg1
785,chr11_101155485_101156432,Tubg2
786,chr11_101170311_101172626,Plekhh3
787,chr11_101173499_101175314,Ccr10
788,chr11_101175987_101177379,Cntnap1
789,chr11_101225807_101226855,Ezh1
790,chr11_101245761_101246915,Ramp2
791,chr11_101253410_101254339,Vps25
792,chr11_101260008_101261090,Wnk4
793,chr11_101278398_101279467,Cntd1
794,chr11_101278398_101279467,Coa3
795,chr11_101301642_101302793,Becn1
796,chr11_101315460_101316857,Psme3
797,chr11_101416654_101417842,Aarsd1
798,chr11_101424430_101425900,Ptges3l
799,chr11_101424430_101425900,Rundc1
800,chr11_101441787_101443132,Rpl27
801,chr11_101464826_101466540,Vat1
802,chr11_101467331_101468907,Rnd2
803,chr11_101551456_101553445,Brca1
804,chr11_101551456_101553445,Nbr1
805,chr11_101626680_101628470,Rdm1
806,chr11_101664816_101666123,Arl4d
807,chr11_101732360_101733554,Dhx8
808,chr11_101783885_101785985,Etv4
809,chr11_101983814_101985238,Dusp3
810,chr11_101985802_101986540,1700006E09Rik
811,chr11_102026171_102028071,Mpp3
812,chr11_102039964_102040639,Cd300lg
813,chr11_102081927_102082993,Mpp2
814,chr11_102086124_102089882,Mpp2
815,chr11_102155845_102156932,Tmem101
816,chr11_102184377_102185734,Lsm12
817,chr11_102189261_102190448,G6pc3
818,chr11_102227252_102230889,Hdac5
819,chr11_102227252_102230889,Mir8101
820,chr11_102248432_102249289,BC030867
821,chr11_102267226_102267914,Asb16
822,chr11_102284086_102285622,Tmub2
823,chr11_102295099_102298045,Atxn7l3
824,chr11_102316093_102321200,Ubtf
825,chr11_102392700_102394499,Rundc3a
826,chr11_102406924_102409139,Slc25a39
827,chr11_102429827_102431602,Grn
828,chr11_102445218_102449355,Fam171a2
829,chr11_102555485_102556900,Gpatch8
830,chr11_102578602_102580156,Gm11627
831,chr11_102602901_102607411,Fzd2
832,chr11_102624866_102625548,2810433D01Rik
833,chr11_102697126_102698375,Ccdc43
834,chr11_102761152_102762376,Adam11
835,chr11_102818163_102820054,Gjc1
836,chr11_102880360_102881886,Ccdc103
837,chr11_102880360_102881886,Eftud2
838,chr11_102898183_102899038,Gfap
839,chr11_102924562_102925816,Kif18b
840,chr11_102945209_102947384,C1ql1
841,chr11_102963067_102964362,2410004I01Rik
842,chr11_103016391_103017610,Dcakd
843,chr11_103027695_103029083,Nmt1
844,chr11_103080362_103081226,Plcd3
845,chr11_103101391_103103609,Acbd4
846,chr11_103101391_103103609,Plcd3
847,chr11_103114856_103118075,Hexim1
848,chr11_103131969_103133721,Hexim2
849,chr11_103170301_103171409,Fmnl1
850,chr11_103217635_103218728,Spata32
851,chr11_103266444_103268347,Map3k14
852,chr11_103362569_103363632,Arhgap27
853,chr11_103411986_103413256,Plekhm1
854,chr11_103639400_103639873,1700072I22Rik
855,chr11_103648527_103650329,Rprml
856,chr11_103697140_103698415,C130046K22Rik
857,chr11_103697140_103698415,Gosr2
858,chr11_103749391_103750051,Wnt9b
859,chr11_103773793_103774133,Wnt3
860,chr11_103953160_103954530,Nsf
861,chr11_103965956_103967525,Arf2
862,chr11_104131625_104133733,Crhr1
863,chr11_104230364_104234536,Mapt
864,chr11_104440483_104443300,Kansl1
865,chr11_104468671_104470009,Kansl1
866,chr11_104549406_104551235,Cdc27
867,chr11_104549406_104551235,Myl4
868,chr11_104607457_104608588,Itgb3
869,chr11_105125567_105127057,Mettl2
870,chr11_105180486_105182669,1700052K11Rik
871,chr11_105180486_105182669,Tlk2
872,chr11_105291814_105293567,Mrc2
873,chr11_105456132_105457377,March10
874,chr11_105588824_105590809,Tanc2
875,chr11_105943576_105944883,Cyb561
876,chr11_105967526_105968693,Ace
877,chr11_106036255_106037928,Dcaf7
878,chr11_106065506_106067007,Taco1
879,chr11_106083584_106085749,Map3k3
880,chr11_106158961_106161789,Limd2
881,chr11_106192867_106194453,Strada
882,chr11_106215763_106217610,Ccdc47
883,chr11_106215763_106217610,Ddx42
884,chr11_106255246_106256751,Ftsj3
885,chr11_106255246_106256751,Psmc5
886,chr11_106271781_106273697,Smarcd2
887,chr11_106276278_106277071,Tcam1
888,chr11_106302653_106302988,Gh
889,chr11_106486949_106488281,Ern1
890,chr11_106500491_106501966,Snord104
891,chr11_106612008_106613953,Tex2
892,chr11_106778753_106780248,Polg2
893,chr11_106786845_106790109,Cep95
894,chr11_106786845_106790109,Ddx5
895,chr11_106919406_106921388,Smurf2
896,chr11_106997960_107000088,Kpna2
897,chr11_107027171_107028875,1810010H24Rik
898,chr11_107130417_107132846,Bptf
899,chr11_107188476_107189845,Nol11
900,chr11_107468564_107471474,Pitpnc1
901,chr11_107479018_107479957,Psmd12
902,chr11_107546765_107548808,Helz
903,chr11_107792024_107795794,Cacng4
904,chr11_107914570_107915294,Cacng5
905,chr11_108342677_108344546,Prkca
906,chr11_108424345_108425870,Cep112
907,chr11_108919716_108922474,Axin2
908,chr11_109297594_109298601,Rgs9
909,chr11_109361798_109363808,Gm11696
910,chr11_109361798_109363808,Gna13
911,chr11_109425015_109426703,Amz2
912,chr11_109439362_109440371,Gm45916
913,chr11_109472052_109474591,Slc16a6
914,chr11_109610668_109612573,Wipi1
915,chr11_109648449_109652055,Prkar1a
916,chr11_109721191_109722537,Fam20a
917,chr11_109845955_109846087,1700023C21Rik
918,chr11_109994942_109996179,Abca8b
919,chr11_110094958_110096343,Abca8a
920,chr11_110167797_110168510,Abca9
921,chr11_110251541_110251846,Abca6
922,chr11_110336789_110338356,Abca5
923,chr11_110398657_110399743,Map2k6
924,chr11_110477783_110479759,Map2k6
925,chr11_111064561_111066799,Kcnj2
926,chr11_11113540_11116744,Vwc2
927,chr11_112781125_112785865,Sox9
928,chr11_112799083_112799111,Gm11681
929,chr11_113200758_113202378,2610035D17Rik
930,chr11_113565236_113566114,Slc39a11
931,chr11_113617495_113620007,Sstr2
932,chr11_113648094_113650475,Cog1
933,chr11_113683002_113685000,D11Wsu47e
934,chr11_113683002_113685000,Fam104a
935,chr11_113709879_113710793,Cpsf4l
936,chr11_113749274_113752371,Cdc42ep4
937,chr11_114064744_114069026,Sdk2
938,chr11_114198001_114199150,1700092K14Rik
939,chr11_114448624_114449303,4932435O22Rik
940,chr11_11461451_11462635,Zpbp
941,chr11_114667875_114669700,Rpl38
942,chr11_114675163_114676513,Ttyh2
943,chr11_114727020_114727838,Dnaic2
944,chr11_114764904_114765502,Kif19a
945,chr11_114794668_114796721,Btbd17
946,chr11_114850590_114852472,Gprc5c
947,chr11_115153803_115154284,Rab37
948,chr11_115162648_115165266,Slc9a3r1
949,chr11_115186743_115188124,Nat9
950,chr11_115186743_115188124,Tmem104
951,chr11_115276388_115277730,Fdxr
952,chr11_115297077_115297864,Fads6
953,chr11_115321897_115322780,Otop2
954,chr11_115321897_115322780,Ush1g
955,chr11_115366566_115368001,Hid1
956,chr11_115381311_115384088,Cdr2l
957,chr11_115403291_115404592,Mrpl58
958,chr11_115419514_115420927,Atp5h
959,chr11_115419514_115420927,Kctd2
960,chr11_115475105_115476236,Armc7
961,chr11_115490865_115492499,LOC102634812
962,chr11_115490865_115492499,Nt5c
963,chr11_115511858_115514941,Jpt1
964,chr11_115535134_115537144,Sumo2
965,chr11_115563807_115564881,Nup85
966,chr11_115603152_115604602,Gga3
967,chr11_115603152_115604602,Mrps7
968,chr11_115612006_115613483,Mif4gd
969,chr11_115627620_115628796,Slc25a19
970,chr11_115698821_115700095,Grb2
971,chr11_115707439_115709772,Grb2
972,chr11_115764860_115766515,Tmem94
973,chr11_115813028_115815420,Caskin2
974,chr11_115813028_115815420,Tsen54
975,chr11_115823726_115824629,Llgl2
976,chr11_115898874_115899249,Smim5
977,chr11_115933073_115934188,Recql5
978,chr11_115933073_115934188,Sap30bp
979,chr11_115974627_115975556,Itgb4
980,chr11_116012108_116013105,Galk1
981,chr11_116018026_116025050,H3f3b
982,chr11_116029712_116031383,Unk
983,chr11_116078309_116078490,Unc13d
984,chr11_116086358_116088056,Wbp2
985,chr11_116108614_116110388,Trim47
986,chr11_116129873_116131459,Trim65
987,chr11_116138052_116139420,Mrpl38
988,chr11_116167225_116168841,Fbf1
989,chr11_116198168_116199806,Acox1
990,chr11_116198168_116199806,Ten1
991,chr11_116273531_116274857,Srp68
992,chr11_116306134_116307249,Exoc7
993,chr11_116334518_116336700,Foxj1
994,chr11_116411665_116414015,Rnf157
995,chr11_116433376_116435315,Ubald2
996,chr11_116489338_116491205,Prpsap1
997,chr11_116532325_116534699,Sphk1
998,chr11_116580078_116582016,Ube2o
999,chr11_116592321_116593716,Aanat
1000,chr11_116623837_116624543,Rhbdf2
1001,chr11_116653436_116654730,Cygb
1002,chr11_116656384_116656779,Prcd
1003,chr11_116670805_116672301,1810032O08Rik
1004,chr11_116670805_116672301,Snord1c
1005,chr11_116827368_116828312,Mxra7
1006,chr11_116842285_116844379,Jmjd6
1007,chr11_116842285_116844379,Mettl23
1008,chr11_11684795_11686477,Ikzf1
1009,chr11_116851721_116854354,Mfsd11
1010,chr11_116851721_116854354,Srsf2
1011,chr11_116917887_116920054,Mgat5b
1012,chr11_117076419_117077325,Mir6516
1013,chr11_117076419_117077325,Snhg20
1014,chr11_117114174_117116143,Sec14l1
1015,chr11_117199263_117200042,Sept9
1016,chr11_117265592_117267822,Sept9
1017,chr11_117330681_117333647,Sept9
1018,chr11_117482298_117484966,Gm11733
1019,chr11_117611228_117611470,2900041M22Rik
1020,chr11_117653313_117656333,Tnrc6c
1021,chr11_117779517_117781030,Tmc6
1022,chr11_117809297_117811052,Syngr2
1023,chr11_117824096_117826562,Afmid
1024,chr11_117824096_117826562,Tk1
1025,chr11_117848303_117849742,Birc5
1026,chr11_117872837_117873781,Tha1
1027,chr11_117967259_117970349,Socs3
1028,chr11_117986153_117987491,Pgs1
1029,chr11_11808467_11810034,Fignl1
1030,chr11_118211740_118212704,Cyth1
1031,chr11_118247597_118249403,Cyth1
1032,chr11_118288915_118291036,Usp36
1033,chr11_118342518_118342945,Cep295nl
1034,chr11_118354468_118356113,Timp2
1035,chr11_118401727_118402138,Lgals3bp
1036,chr11_118418446_118419685,Cant1
1037,chr11_118427913_118429007,C1qtnf1
1038,chr11_118433500_118434021,C1qtnf1
1039,chr11_118443131_118443611,C1qtnf1
1040,chr11_118476422_118477535,Engase
1041,chr11_11867685_11868750,1700042O10Rik
1042,chr11_118760457_118761209,Rbfox3
1043,chr11_118907064_118910309,Rbfox3
1044,chr11_118911596_118911608,Rbfox3
1045,chr11_119021978_119024981,Cbx2
1046,chr11_119040030_119042225,Cbx8
1047,chr11_119083704_119087239,Cbx4
1048,chr11_119227834_119229904,Ccdc40
1049,chr11_119227834_119229904,Tbc1d16
1050,chr11_119267370_119269086,Gaa
1051,chr11_119299236_119300950,Eif4a3
1052,chr11_119355115_119356309,Sgsh
1053,chr11_119355115_119356309,Slc26a11
1054,chr11_119389799_119391064,Mir1932
1055,chr11_119490776_119492033,A930037H05Rik
1056,chr11_119490776_119492033,Endov
1057,chr11_119547181_119549713,Gm11762
1058,chr11_119547181_119549713,Nptx1
1059,chr11_119602364_119603778,Rptor
1060,chr11_119912932_119914235,Chmp6
1061,chr11_119941739_119944253,Baiap2
1062,chr11_120012953_120013792,Mir3065
1063,chr11_120045188_120048673,Aatk
1064,chr11_120086111_120087615,Cep131
1065,chr11_120098138_120099544,Ndufaf8
1066,chr11_120098138_120099544,Tepsin
1067,chr11_120149862_120152008,Slc38a10
1068,chr11_120188691_120190657,2810410L24Rik
1069,chr11_120228912_120238107,2900052L18Rik
1070,chr11_120228912_120238107,Bahcc1
1071,chr11_120347290_120351108,0610009L18Rik
1072,chr11_120347290_120351108,Mir6935
1073,chr11_12035426_12038575,Grb10
1074,chr11_120377659_120379520,Faap100
1075,chr11_120437099_120438086,Nploc4
1076,chr11_120457613_120458560,Ccdc137
1077,chr11_120457613_120458560,Oxld1
1078,chr11_120466734_120468110,Arl16
1079,chr11_120466734_120468110,Hgs
1080,chr11_120483925_120485365,Mrpl12
1081,chr11_120491118_120493210,Slc25a10
1082,chr11_120530597_120530937,Gcgr
1083,chr11_120549104_120550174,Mcrip1
1084,chr11_120572079_120574107,P4hb
1085,chr11_120580811_120582470,Arhgdia
1086,chr11_120597773_120599215,Alyref
1087,chr11_120597773_120599215,Anapc11
1088,chr11_120608211_120608623,Npb
1089,chr11_120617155_120618404,Pcyt2
1090,chr11_120624224_120625468,Sirt7
1091,chr11_120632430_120634144,Mafg
1092,chr11_120643016_120644283,Pycr1
1093,chr11_120647962_120648367,Myadml2
1094,chr11_120660269_120661245,Notum
1095,chr11_120672482_120673928,Aspscr1
1096,chr11_120712696_120714565,Cenpx
1097,chr11_120712696_120714565,Lrrc45
1098,chr11_120720358_120722441,Rac3
1099,chr11_120726908_120727616,Dcxr
1100,chr11_120783659_120784889,Gps1
1101,chr11_120783659_120784889,Rfng
1102,chr11_120795987_120796969,Dus1l
1103,chr11_120822951_120825617,Fasn
1104,chr11_120932285_120933360,Ccdc57
1105,chr11_120948866_120949499,Slc16a3
1106,chr11_120989784_120991942,Csnk1d
1107,chr11_121203634_121205212,Hexdc
1108,chr11_121203634_121205212,Ogfod3
1109,chr11_121228625_121229780,BC017643
1110,chr11_121235462_121238114,Narf
1111,chr11_121259105_121260969,Foxk2
1112,chr11_121353552_121355116,Wdr45b
1113,chr11_121387616_121389033,Mir7236
1114,chr11_121387616_121389033,Rab40b
1115,chr11_121420450_121422204,Fn3krp
1116,chr11_121434197_121435429,Fn3k
1117,chr11_121451277_121452814,Tbcd
1118,chr11_121672602_121673918,B3gntl1
1119,chr11_121701900_121704009,Metrnl
1120,chr11_12464266_12465336,Cobl
1121,chr11_16256981_16258676,Vstm2a
1122,chr11_16507382_16508860,Sec61g
1123,chr11_16751959_16753329,Egfr
1124,chr11_16950613_16951984,Eldr
1125,chr11_16950613_16951984,Fbxo48
1126,chr11_17051324_17053092,Cnrip1
1127,chr11_17158554_17160891,Ppp3r1
1128,chr11_17210961_17212552,Pno1
1129,chr11_17210961_17212552,Wdr92
1130,chr11_17257013_17258371,C1d
1131,chr11_17952932_17954221,Etaa1
1132,chr11_17952932_17954221,Etaa1os
1133,chr11_19018411_19021263,Meis1
1134,chr11_19923738_19926867,Spred2
1135,chr11_20112080_20113672,Actr2
1136,chr11_20200466_20202272,Rab1a
1137,chr11_20248664_20250283,Cep68
1138,chr11_20331545_20333780,Slc1a4
1139,chr11_20541948_20544280,Sertad2
1140,chr11_20631106_20633055,Sertad2
1141,chr11_20740380_20743063,Aftph
1142,chr11_20829992_20832234,Lgalsl
1143,chr11_21090740_21092453,Peli1
1144,chr11_21238311_21240044,Vps54
1145,chr11_21369888_21371940,Ugp2
1146,chr11_21570956_21572826,Mdh1
1147,chr11_21570956_21572826,Wdpcp
1148,chr11_21992737_22005350,Otx1
1149,chr11_22285734_22287952,Ehbp1
1150,chr11_22512031_22513468,Tmem17
1151,chr11_22858474_22860596,B3gnt2
1152,chr11_22971688_22974043,Commd1
1153,chr11_22971688_22974043,Zrsr1
1154,chr11_22981516_22982831,Commd1
1155,chr11_22989951_22991606,Cct4
1156,chr11_23254838_23257983,Xpo1
1157,chr11_23305251_23307600,Usp34
1158,chr11_23496641_23499056,Ahsa2
1159,chr11_23632786_23634277,0610010F05Rik
1160,chr11_23665120_23666961,Pex13
1161,chr11_23665120_23666961,Pus10
1162,chr11_23770063_23772102,Rel
1163,chr11_23894282_23895745,Papolg
1164,chr11_24073751_24083859,Bcl11a
1165,chr11_26200960_26201278,Mir6372
1166,chr11_26209374_26211129,5730522E02Rik
1167,chr11_26386828_26387905,Fancl
1168,chr11_26592887_26594124,Vrk2
1169,chr11_26785160_26785580,Gm12070
1170,chr11_28583327_28584642,Ccdc85a
1171,chr11_28853051_28853392,Efemp1
1172,chr11_29130083_29131360,Pnpt1
1173,chr11_29171784_29173931,Ppp4r3b
1174,chr11_29246608_29247958,Cfap36
1175,chr11_29373014_29374710,Ccdc88a
1176,chr11_29514526_29515661,Prorsd1
1177,chr11_29525952_29527003,Mtif2
1178,chr11_29547257_29548927,Clhc1
1179,chr11_29547257_29548927,Rps27a
1180,chr11_29692246_29694571,Rtn4
1181,chr11_30023961_30026659,Eml6
1182,chr11_30197691_30198854,Sptbn1
1183,chr11_30471192_30472599,4930505A04Rik
1184,chr11_30648815_30649817,Acyp2
1185,chr11_30771223_30773215,Psme4
1186,chr11_30884938_30886050,Gpr75
1187,chr11_30953325_30954922,Asb3
1188,chr11_30953325_30954922,Erlec1
1189,chr11_30985751_30987087,Chac2
1190,chr11_3122907_3125323,Pisd-ps1
1191,chr11_31368433_31370599,Stc2
1192,chr11_31671260_31672558,Bod1
1193,chr11_31869856_31871768,Cpeb4
1194,chr11_3192569_3194247,Sfi1
1195,chr11_31999423_32003312,Nsg2
1196,chr11_3201725_3203483,Eif4enif1
1197,chr11_32101044_32101656,Gm12108
1198,chr11_32204839_32205931,Snrnp25
1199,chr11_32220980_32222735,Rhbdf1
1200,chr11_32224428_32227091,Mpg
1201,chr11_32266787_32268311,Nprl3
1202,chr11_32286667_32287200,Hbq1b
1203,chr11_32299863_32300281,Hbq1a
1204,chr11_32347049_32349877,Sh3pxd2b
1205,chr11_32453307_32456823,Ubtd2
1206,chr11_32532183_32534252,Stk10
1207,chr11_32641865_32643663,Fbxw11
1208,chr11_3265479_3267492,Drg1
1209,chr11_3288360_3293220,Patz1
1210,chr11_33145706_33148828,Fgf18
1211,chr11_33161933_33163942,Npm1
1212,chr11_33202969_33204764,Tlx3
1213,chr11_3330307_3332940,Pik3ip1
1214,chr11_33512620_33514240,Ranbp17
1215,chr11_3370627_3372558,Limk2
1216,chr11_33843034_33844010,Kcnip1
1217,chr11_33962984_33963430,Kcnmb1
1218,chr11_33992731_33993521,Kcnip1
1219,chr11_3408548_3409776,Limk2
1220,chr11_34098497_34098796,4930469K13Rik
1221,chr11_34314474_34315378,Fam196b
1222,chr11_3451399_3453165,8430429K09Rik
1223,chr11_3451399_3453165,Rnf185
1224,chr11_34833181_34834318,Spdl1
1225,chr11_3504631_3505008,Inpp5j
1226,chr11_35120729_35122190,Slit3
1227,chr11_3514259_3515408,Selenom
1228,chr11_3538722_3540008,Smtn
1229,chr11_35768776_35770476,Pank3
1230,chr11_35797486_35799259,Fbll1
1231,chr11_35833950_35834992,Rars
1232,chr11_35979269_35981220,Wwc1
1233,chr11_3648302_3649964,Morc2a
1234,chr11_3648302_3649964,Tug1
1235,chr11_3863450_3864722,Osbp2
1236,chr11_3894465_3895953,4921536K21Rik
1237,chr11_3894465_3895953,Dusp18
1238,chr11_3911939_3914966,Slc35e4
1239,chr11_3931710_3932340,Tcn2
1240,chr11_3963400_3964601,Pes1
1241,chr11_3983342_3984146,Gal3st1
1242,chr11_40691904_40695314,Mat2b
1243,chr11_40733070_40734514,Hmmr
1244,chr11_40733070_40734514,Nudcd2
1245,chr11_40754521_40756119,Ccng1
1246,chr11_4094298_4097456,Mtfp1
1247,chr11_4117842_4119078,Sec14l2
1248,chr11_4134687_4136142,Rnf215
1249,chr11_4159855_4161005,Ccdc157
1250,chr11_4159855_4161005,Sf3a1
1251,chr11_4186128_4187493,Tbc1d10a
1252,chr11_41999316_42001191,Gabrg2
1253,chr11_4217780_4218792,Gatsl3
1254,chr11_42181497_42183287,Gabra1
1255,chr11_42419257_42421883,Gabrb2
1256,chr11_4266408_4267218,Lif
1257,chr11_43425846_43426691,Pttg1
1258,chr11_43433396_43434179,Slu7
1259,chr11_43473831_43474860,C1qtnf2
1260,chr11_43527973_43529642,Ccnjl
1261,chr11_43681192_43683155,Pwwp2a
1262,chr11_43747367_43748533,Ttc1
