Approved Symbol	EntrezGene ID
LHFPL2	10184
LHFPL3	375612
LHFPL3-AS1	645591
LHFPL3-AS2	723809
LHFPL4	375323
LHFPL5	222662
LHPP	64077
LHX1	3975
LHX2	9355
LHX3	8022
LHX4	89884
LHX4-AS1	100527964
LHX5	64211
LHX5-AS1	104355219
LHX6	26468
LHX8	431707
LHX9	56956
LIAS	11019
LIF	3976
LIFR	3977
LIFR-AS1	100506495
LIG1	3978
LIG3	3980
LIG4	3981
LILRA1	11024
LILRA2	11027
LILRA3	11026
LILRA4	23547
LILRA5	353514
LILRA6	79168
LILRB1	10859
LILRB2	10288
LILRB3	11025
LILRB4	11006
LILRB5	10990
LILRP1	79167
LILRP2	79166
LIM2	3982
LIMA1	51474
LIMCH1	22998
LIMD1	8994
LIMD1-AS1	644714
LIMD2	80774
LIME1	54923
LIMK1	3984
LIMK2	3985
LIMS1	3987
LIMS1-AS1	106182118
LIMS2	55679
LIMS3	96626
LIMS4	100288695
LIN7A	8825
LIN7B	64130
LIN7C	55327
LIN9	286826
LIN28A	79727
LIN28AP1	129402
LIN28AP2	100287388
LIN28AP3	441940
LIN28B	389421
LIN28B-AS1	100113403
LIN37	55957
LIN52	91750
LIN54	132660
LINC-PINT	378805
LINC-ROR	100885779
LINC00028	140875
LINC00029	100144596
LINC00032	158035
LINC00051	619434
LINC00052	145978
LINC00083	400797
LINC00092	100188953
LINC00094	266655
LINC00102	100359394
LINC00106	751580
LINC00111	54090
LINC00112	54089
LINC00113	54088
LINC00114	400866
LINC00115	79854
LINC00116	205251
LINC00152	112597
LINC00158	54072
LINC00159	100551499
LINC00160	54064
LINC00161	118421
LINC00163	727699
LINC00165	727701
LINC00167	440072
LINC00173	100287569
LINC00174	285908
LINC00176	284739
LINC00184	100302691
LINC00189	193629
LINC00200	399706
LINC00202-1	387644
LINC00202-2	731789
LINC00205	102723489
LINC00207	388910
LINC00208	83655
LINC00210	100885798
LINC00211	101929559
LINC00216	55451
LINC00221	338005
LINC00222	387111
LINC00226	338004
LINC00229	414351
LINC00235	64493
LINC00237	101180898
LINC00238	440184
LINC00239	145200
LINC00240	100133205
LINC00242	401288
LINC00243	401247
LINC00244	64433
LINC00251	552859
LINC00254	64735
LINC00260	84719
LINC00261	140828
LINC00264	645528
LINC00265	349114
LINC00265-2P	100287296
LINC00265-3P	100287470
LINC00266-1	140849
LINC00266-2P	100287785
LINC00266-3	441123
LINC00266-4P	100642176
LINC00268	441426
LINC00268-2P	100288610
LINC00269	100996279
LINC00271	100131814
LINC00272	388719
LINC00273	649159
LINC00276	100499171
LINC00278	100873962
LINC00279	100873963
LINC00280	100873964
LINC00282	283521
LINC00283	100874057
LINC00284	121838
LINC00290	728081
LINC00293	497634
LINC00294	283267
LINC00297	100874059
LINC00298	339788
LINC00299	339789
LINC00301	283197
LINC00302	388699
LINC00303	284573
LINC00304	283860
LINC00305	221241
LINC00307	266919
LINC00308	54143
LINC00309	150992
LINC00310	114036
LINC00311	197196
LINC00312	29931
LINC00313	114038
LINC00314	246705
LINC00315	246704
LINC00316	388830
LINC00317	378828
LINC00319	284836
LINC00320	387486
LINC00322	100126693
LINC00323	284835
LINC00324	284029
LINC00326	285735
LINC00327	100506697
LINC00328	51152
LINC00328-2P	100874404
LINC00330	144817
LINC00331	100874126
LINC00332	100874127
LINC00333	100874128
LINC00334	114042
LINC00336	401253
LINC00337	148645
LINC00339	29092
LINC00341	79686
LINC00342	150759
LINC00343	144920
LINC00345	100874134
LINC00346	283487
LINC00347	338864
LINC00348	100885781
LINC00349	100874135
LINC00350	100874136
LINC00351	100874137
LINC00352	100874138
LINC00353	100874139
LINC00354	101928616
LINC00355	144766
LINC00358	100874143
LINC00359	100887754
LINC00362	100874144
LINC00363	104326053
LINC00364	100874145
LINC00365	100874146
LINC00366	100874147
LINC00367	101930748
LINC00368	101927802
LINC00370	105370357
LINC00371	647166
LINC00374	106144531
LINC00375	104355140
LINC00376	104355293
LINC00377	103724386
LINC00378	101926930
LINC00379	100874150
LINC00380	101930747
LINC00381	100874151
LINC00382	101927195
LINC00383	103689913
LINC00384	102157400
LINC00385	105370141
LINC00387	100874152
LINC00388	100874153
LINC00390	105370183
LINC00391	100874154
LINC00392	100874155
LINC00393	100874156
LINC00395	100874157
LINC00396	104355146
LINC00397	101930749
LINC00398	100874158
LINC00399	104326054
LINC00400	100874159
LINC00402	100507612
LINC00403	100505996
LINC00404	100874160
LINC00407	106144541
LINC00408	100652856
LINC00410	144776
LINC00411	100874161
LINC00412	102723332
LINC00415	100874163
LINC00421	100287114
LINC00423	100874167
LINC00424	100874182
LINC00426	100188949
LINC00427	100507040
LINC00428	104355147
LINC00430	106144533
LINC00431	104355135
LINC00433	100874168
LINC00434	100874169
LINC00437	101929121
LINC00440	100874172
LINC00441	100862704
LINC00442	348021
LINC00443	100874173
LINC00444	100874174
LINC00445	100507114
LINC00446	100874175
LINC00448	100874176
LINC00449	106478991
LINC00452	643365
LINC00454	100874178
LINC00456	103625683
LINC00457	100874179
LINC00458	100507428
LINC00459	100874180
LINC00460	728192
LINC00461	645323
LINC00462	100129597
LINC00463	101928922
LINC00466	199899
LINC00467	84791
LINC00469	283982
LINC00470	56651
LINC00471	151477
LINC00472	79940
LINC00473	90632
LINC00474	58483
LINC00475	158314
LINC00476	100128782
LINC00477	144360
LINC00479	150135
LINC00482	284185
LINC00483	55018
LINC00484	100129347
LINC00485	283432
LINC00486	285045
LINC00487	400941
LINC00488	677779
LINC00489	100861522
LINC00491	285708
LINC00492	100861468
LINC00493	388789
LINC00494	284749
LINC00498	100874046
LINC00499	100874047
LINC00500	106480440
LINC00501	100820709
LINC00502	100874184
LINC00504	201853
LINC00505	100874049
LINC00506	100846978
LINC00507	100862680
LINC00508	104472718
LINC00511	400619
LINC00514	283875
LINC00515	282566
LINC00517	400208
LINC00518	221718
LINC00519	161342
LINC00520	645687
LINC00521	256369
LINC00523	283601
LINC00524	338002
LINC00525	84847
LINC00526	147525
LINC00527	54748
LINC00528	200298
LINC00529	83647
LINC00533	387055
LINC00534	100874052
LINC00535	642924
LINC00536	100859921
LINC00537	203274
LINC00538	100861504
LINC00539	100652865
LINC00540	100506622
LINC00543	100132234
LINC00544	440131
LINC00545	440132
LINC00547	400121
LINC00548	400123
LINC00550	338862
LINC00551	283483
LINC00552	100130386
LINC00554	100861542
LINC00555	100861543
LINC00556	100861551
LINC00557	100861544
LINC00558	100861552
LINC00559	100874187
LINC00560	100861553
LINC00561	100861545
LINC00562	100861549
LINC00563	100861554
LINC00564	100861546
LINC00565	100861555
LINC00566	100861547
LINC00567	283486
LINC00570	100874055
LINC00571	100874188
LINC00572	100861573
LINC00574	80069
LINC00575	439934
LINC00578	100505566
LINC00581	100874531
LINC00582	100287814
LINC00583	100113404
LINC00587	414319
LINC00588	26138
LINC00589	619351
LINC00592	283404
LINC00593	414926
LINC00594	641314
LINC00595	414243
LINC00596	414767
LINC00597	81698
LINC00598	646982
LINC00599	157627
LINC00601	101101772
LINC00602	441177
LINC00603	102467077
LINC00604	106144578
LINC00605	100131366
LINC00606	285370
LINC00607	646324
LINC00608	151300
LINC00609	101101773
LINC00610	399879
LINC00612	253128
LINC00613	100507528
LINC00614	645587
LINC00615	439916
LINC00616	641365
LINC00618	145249
LINC00619	414260
LINC00620	285375
LINC00621	100996930
LINC00622	644242
LINC00623	728855
LINC00624	100289211
LINC00626	79100
LINC00628	127841
LINC00629	100506757
LINC00630	100287765
LINC00632	286411
LINC00633	100129515
LINC00634	339674
LINC00635	151658
LINC00636	285205
LINC00637	145216
LINC00638	196872
LINC00639	283547
LINC00640	283553
LINC00641	283624
LINC00642	400238
LINC00643	646113
LINC00644	101954204
LINC00645	100505967
LINC00648	100506433
LINC00649	100506334
LINC00652	29075
LINC00654	149837
LINC00656	200261
LINC00658	100507629
LINC00659	100652730
LINC00661	126536
LINC00662	148189
LINC00663	284440
LINC00664	400680
LINC00665	100506930
LINC00667	339290
LINC00668	400643
LINC00670	284034
LINC00671	388387
LINC00672	100505576
LINC00673	100499467
LINC00674	100499466
LINC00675	100289255
LINC00676	101409253
LINC00677	105370683
LINC00678	101410541
LINC00680	106660612
LINC00681	101409254
LINC00682	101927074
LINC00683	400660
LINC00684	100129407
LINC00685	283981
LINC00686	140865
LINC00687	728450
LINC00689	154822
LINC00690	100996597
LINC00691	152024
LINC00692	285326
LINC00693	645206
LINC00694	100506301
LINC00696	100128378
LINC00698	285401
LINC00700	282980
LINC00701	399708
LINC00702	100652988
LINC00703	100507059
LINC00704	100216001
LINC00705	338588
LINC00706	100652997
LINC00707	100507127
LINC00708	100507143
LINC00709	100507163
LINC00710	254312
LINC00824	101927774
LINC00836	101929052
LINC00837	100507605
LINC00838	100505583
LINC00839	84856
LINC00840	100506835
LINC00841	283033
LINC00842	643650
LINC00843	102902672
LINC00844	100507008
LINC00845	100507058
LINC00846	
LINC00847	729678
LINC00850	101241891
LINC00851	440757
LINC00852	84657
LINC00853	100874253
LINC00854	100874261
LINC00856	100132987
LINC00857	439990
LINC00858	170425
LINC00861	100130231
LINC00862	554279
LINC00863	439994
LINC00864	728218
LINC00865	643529
LINC00866	100505561
LINC00867	100506126
LINC00868	283994
LINC00869	57234
LINC00870	201617
LINC00871	100506412
LINC00877	285286
LINC00879	255025
LINC00880	339894
LINC00881	100498859
LINC00882	100302640
LINC00884	401106
LINC00885	401109
LINC00886	730091
LINC00887	100131551
LINC00888	100505687
LINC00889	158696
LINC00890	401613
LINC00891	441501
LINC00892	100128420
LINC00893	100131434
LINC00894	100272228
LINC00895	150185
LINC00896	150197
LINC00898	400932
LINC00899	100271722
LINC00900	283143
LINC00901	100506724
LINC00903	100861506
LINC00904	100652909
LINC00905	148231
LINC00906	148145
LINC00907	284260
LINC00908	284276
LINC00909	400657
LINC00910	100130581
LINC00911	100996280
LINC00914	101669765
LINC00917	732275
LINC00919	100505619
LINC00920	100505865
LINC00921	283876
LINC00922	283867
LINC00923	91948
LINC00924	145820
LINC00926	283663
LINC00927	283688
LINC00928	283761
LINC00929	503519
LINC00930	100144604
LINC00933	100506874
LINC00934	144742
LINC00935	255411
LINC00936	338758
LINC00937	389634
LINC00938	400027
LINC00939	400084
LINC00940	100271702
LINC00941	100287314
LINC00942	100292680
LINC00943	100507206
LINC00944	387895
LINC00945	101930746
LINC00950	92973
LINC00951	401260
LINC00954	400946
LINC00955	285492
LINC00957	255031
LINC00958	100506305
LINC00959	387723
LINC00960	401074
LINC00961	158376
LINC00963	100506190
LINC00964	157381
LINC00965	349196
LINC00967	100505659
LINC00968	100507632
LINC00969	440993
LINC00970	101978719
LINC00971	440970
LINC00972	105375380
LINC00973	100506377
LINC00974	147093
LINC00976	106144608
LINC00977	728724
LINC00982	440556
LINC00987	100499405
LINC00989	100506035
LINC00992	728342
LINC00993	101929520
LINC00994	100287879
LINC00996	285972
LINC00997	401321
LINC00998	401397
LINC00999	399744
LINC01000	402483
LINC01001	100133161
LINC01002	399844
LINC01003	100128822
LINC01004	100216546
LINC01005	100506050
LINC01006	100506380
LINC01007	100506527
LINC01010	154092
LINC01011	401232
LINC01012	100507173
LINC01013	100507254
LINC01014	100874330
LINC01015	100507362
LINC01016	100507584
LINC01017	102467075
LINC01018	255167
LINC01019	285577
LINC01020	340094
LINC01021	643401
LINC01022	105375616
LINC01023	100652853
LINC01024	100505636
LINC01028	101928141
LINC01029	101927715
LINC01030	101937451
LINC01031	101929184
LINC01032	102724954
LINC01033	104355136
LINC01034	106144601
LINC01035	106144592
LINC01036	104169671
LINC01037	106144535
LINC01038	102724076
LINC01039	104355149
LINC01040	105370308
LINC01043	101928752
LINC01044	104266956
LINC01046	103689843
LINC01047	105616982
LINC01048	103695431
LINC01049	101927224
LINC01050	103689845
LINC01052	105370242
LINC01053	102723318
LINC01054	104355150
LINC01055	103752581
LINC01056	100144597
LINC01057	101928079
LINC01058	103724387
LINC01059	102031123
LINC01060	401164
LINC01061	401149
LINC01063	101929769
LINC01065	102723875
LINC01066	106144544
LINC01067	107080624
LINC01068	103724388
LINC01069	101927176
LINC01070	101928698
LINC01072	104355137
LINC01073	107080623
LINC01074	106144607
LINC01075	103752583
LINC01076	106144602
LINC01077	107080621
LINC01078	106144536
LINC01079	106146146
LINC01080	101515984
LINC01081	101154687
LINC01082	100506542
LINC01085	152742
LINC01087	101927994
LINC01088	100505875
LINC01089	338799
LINC01090	104355152
LINC01091	285419
LINC01093	100506229
LINC01094	100505702
LINC01095	100505545
LINC01096	285548
LINC01097	285547
LINC01098	285501
LINC01099	101928656
LINC01100	730109
LINC01101	84931
LINC01102	150568
LINC01103	101927360
LINC01104	150577
LINC01105	150622
LINC01106	151009
LINC01107	151171
LINC01108	102216342
LINC01109	102216341
LINC01111	101926978
LINC01114	284998
LINC01115	339822
LINC01116	375295
LINC01117	102724224
LINC01118	388948
LINC01119	100134259
LINC01120	389043
LINC01121	400952
LINC01122	400955
LINC01123	440894
LINC01124	440925
LINC01125	728537
LINC01126	100129726
LINC01127	100506328
LINC01128	643837
LINC01132	100506810
LINC01133	100505633
LINC01134	100133612
LINC01135	100131060
LINC01136	730227
LINC01137	728431
LINC01138	388685
LINC01139	339535
LINC01140	339524
LINC01141	339505
LINC01142	284688
LINC01143	104355141
LINC01144	400752
LINC01146	283587
LINC01149	101929111
LINC01150	101927624
LINC01151	104266958
LINC01152	102606463
LINC01153	101927889
LINC01154	106144575
LINC01157	105379037
LINC01158	100506421
LINC01159	102682016
LINC01160	100129269
LINC01162	104355138
LINC01163	101927381
LINC01164	399827
LINC01165	100128830
LINC01166	101927590
LINC01167	103695432
LINC01168	399829
LINC01169	102723165
LINC01170	103724389
LINC01173	106144537
LINC01176	100506516
LINC01177	104355218
LINC01179	101928151
LINC01180	101927017
LINC01181	379034
LINC01182	101929071
LINC01184	644873
LINC01185	400957
LINC01186	101927574
LINC01187	100507267
LINC01189	643648
LINC01191	440900
LINC01192	647107
LINC01193	348120
LINC01194	404663
LINC01195	104266959
LINC01197	400456
LINC01198	101929344
LINC01201	104266960
LINC01202	104326188
LINC01203	100133123
LINC01204	101927528
LINC01205	401082
LINC01206	100996490
LINC01207	100505989
LINC01208	100505547
LINC01209	101928684
LINC01210	100507274
LINC01213	101927992
LINC01214	101928022
LINC01215	101929623
LINC01216	100874275
LINC01217	100874276
LINC01218	100874277
LINC01219	104355220
LINC01220	731223
LINC01221	104266961
LINC01222	102800316
LINC01224	104472717
LINC01225	149086
LINC01226	284551
LINC01227	101928276
LINC01228	104266962
LINC01229	101928248
LINC01230	102800446
LINC01231	101929247
LINC01232	102725509
LINC01233	100128139
LINC01234	100506465
LINC01235	401492
LINC01237	101927289
LINC01239	441389
LINC01241	101929582
LINC01242	401497
LINC01243	101929620
LINC01246	102800315
LINC01247	101929390
LINC01248	102723818
LINC01249	727982
LINC01250	101927554
LINC01251	101929688
LINC01252	338817
LINC01254	101927350
LINC01255	101927433
LINC01256	104355285
LINC01257	116437
LINC01258	101928776
LINC01259	106144599
LINC01260	79015
LINC01262	101928971
LINC01264	104266963
LINC01265	101926904
LINC01266	101927215
LINC01267	101927565
LINC01268	285758
LINC01269	103695436
LINC01270	284751
LINC01271	101927586
LINC01272	100506115
LINC01273	101927541
LINC01276	103106903
LINC01277	100507489
LINC01278	92249
LINC01279	100506621
LINC01280	101928232
LINC01281	286442
LINC01282	101927449
LINC01284	101926971
LINC01285	101928287
LINC01287	103724390
LINC01288	103689844
LINC01289	286184
LINC01290	106144584
LINC01291	102724515
LINC01293	101927861
LINC01297	106146148
LINC01298	619344
LINC01299	286186
LINC01300	731779
LINC01301	100505532
LINC01304	100505964
LINC01305	285084
LINC01307	104355286
LINC01309	104326190
LINC01310	100128946
LINC01311	100652736
LINC01312	154089
LINC01314	100996492
LINC01315	102723775
LINC01317	104355287
LINC01318	106144585
LINC01320	104355288
LINC01322	103695433
LINC01323	106635527
LINC01324	104355289
LINC01326	106144540
LINC01327	104310350
LINC01330	646168
LINC01331	104310351
LINC01332	106144530
LINC01333	101929082
LINC01335	102503429
LINC01336	104326191
LINC01337	103689917
LINC01338	102546175
LINC01339	101929495
LINC01340	102546227
LINC01341	149134
LINC01342	254099
LINC01343	339442
LINC01344	400799
LINC01346	728716
LINC01347	731275
LINC01348	731656
LINC01349	100128787
LINC01350	101929093
LINC01351	101929120
LINC01352	101929730
LINC01353	100506775
LINC01354	100506795
LINC01355	100996511
LINC01356	100996702
LINC01358	101926925
LINC01359	101927084
LINC01360	101927295
LINC01361	101927498
LINC01362	103283057
LINC01363	101928484
LINC01364	100505768
LINC01365	101927007
LINC01366	257358
LINC01370	100505663
LINC01372	101929736
LINC01374	106144595
LINC01375	101926924
LINC01376	400945
LINC01377	102467074
LINC01378	103689918
LINC01381	106144568
LINC01384	101929685
LINC01385	106144542
LINC01386	104355294
LINC01387	100130480
LINC01388	101929179
LINC01389	102724077
LINC01391	103344930
LINC01392	104355291
LINC01393	102724386
LINC01394	106144586
LINC01395	101929557
LINC01396	103695434
LINC01397	104355139
LINC01398	101929651
LINC01399	104310353
LINC01400	107080554
LINC01402	104797536
LINC01405	100131138
LINC01410	103352539
LINC01411	101928176
LINC01412	101928455
LINC01413	101928611
LINC01415	100132501
LINC01416	101927273
LINC01419	103352670
LINC01420	550643
LINC01422	101929539
LINC01423	102724678
LINC01424	101928689
LINC01425	101927821
LINC01426	100506385
LINC01427	101929663
LINC01428	101929265
LINC01429	101927678
LINC01430	101927242
LINC01431	100505683
LINC01432	100270679
LINC01433	728228
LINC01435	103695365
LINC01436	100996609
LINC01438	106144527
LINC01440	102723578
LINC01441	101927796
LINC01442	103456507
LINC01443	400644
LINC01444	101927642
LINC01445	102723605
LINC01446	401337
LINC01447	101929086
LINC01448	101928795
LINC01449	101928773
LINC01450	101928744
LINC01451	401561
LINC01455	105616916
LINC01456	105373144
LINC01460	100129995
LINC01461	103695366
LINC01465	283416
LINC01467	101928559
LINC01468	101928687
LINC01470	101927134
LINC01471	101927149
LINC01473	101927217
LINC01474	101927258
LINC01475	101927324
LINC01476	101927728
LINC01477	101927900
LINC01478	101927921
LINC01479	101927922
LINC01480	101927931
LINC01481	101928062
LINC01482	101928104
LINC01483	101928122
LINC01484	101928136
LINC01485	101928154
LINC01486	101928138
LINC01487	101928190
LINC01488	101928292
LINC01489	101928340
LINC01490	101928420
LINC01491	101928442
LINC01492	101928496
LINC01493	101928536
LINC01494	101928537
LINC01495	102723378
LINC01496	102723426
LINC01497	102723487
LINC01498	102723562
LINC01499	102723644
LINC01500	102723742
LINC01501	340515
LINC01502	100130954
LINC01503	100506119
LINC01504	100507540
LINC01505	100996590
LINC01506	101927015
LINC01507	101927477
LINC01508	101927873
LINC01509	101928720
LINC01510	100996266
LINC01511	100506791
LINC01512	100132354
LINC01513	
LINC01514	101927396
LINC01515	101928913
LINC01516	101929025
LINC01517	101929218
LINC01518	101929397
LINC01519	101929624
LINC01520	101929684
LINC01521	54944
LINC01522	101927457
LINC01523	101060004
LINC01524	101927700
LINC01525	104355292
LINC01526	101928770
LINC01527	101927988
LINC01529	644050
LINC01530	729975
LINC01531	100128682
LINC01532	100505835
LINC01533	100996665
LINC01534	101927621
LINC01535	101927667
LINC01537	101928555
LINC01538	400654
LINC01539	100505474
LINC01541	100505776
LINC01543	100506787
LINC01544	100996669
LINC01545	724087
LINC01546	100129464
LINC01547	84536
LINC01548	728409
LINC01549	100505929
LINC01550	388011
LINC01551	387978
LINC01553	283025
LINC01554	202299
LINC01555	439927
LINC01556	729583
LINC01558	26238
LINC01559	283422
LINC01560	203414
LINC01561	404216
LINC01562	104054213
LINC01563	101060544
LINC01564	101927171
LINC01565	23434
LINC01566	283914
LINC01567	400511
LINC01568	100506172
LINC01569	100507501
LINC01570	101926950
LINC01571	101927364
LINC01572	101927957
LINC01574	102577424
LINC01578	100507217
LINC01579	283682
LINC01580	101927129
LINC01581	101927112
LINC01582	101927332
LINC01583	101929690
LINC01584	101929701
LINC01585	101929765
LINC01586	101929743
LINC01587	10141
LINC01588	283551
LINC01589	100506737
LINC01590	63914
LINC01591	286094
LINC01592	100505718
LINC01593	107178918
LINC01594	102724774
LINC01595	102725176
LINC01596	105377617
LINC01597	400841
LINC01598	105379478
LINC01599	196913
LINC01600	154386
LINC01601	105667213
LINC01602	100505477
LINC01603	100505739
LINC01605	100507420
LINC01606	100507651
LINC01607	101927067
LINC01608	101927459
LINC01609	101927487
LINC01611	105377880
LINC01612	101928223
LINC01613	106146149
LINC01614	105373869
LINC01615	101929484
LINC01616	106456574
LINC01617	101926947
LINC01618	152578
LINC01619	256021
LINC01620	140834
LINC01621	89758
LINC01622	285768
LINC01623	401242
LINC01624	401289
LINC01625	645434
LINC01626	102724000
LINC01627	107075206
LINC01628	102724321
LINC01629	105370578
LINC01630	100287225
LINCMD1	101154644
LINGO1	84894
LINGO1-AS1	253044
LINGO1-AS2	101929478
LINGO2	158038
LINGO3	645191
LINGO4	339398
LINS1	55180
LIPA	3988
LIPB	3989
LIPC	3990
LIPC-AS1	101928694
LIPE	3991
LIPE-AS1	100996307
LIPF	8513
LIPG	9388
LIPH	200879
LIPI	149998
LIPJ	142910
LIPK	643414
LIPM	340654
LIPN	643418
LIPT1	51601
LIPT1P1	100131188
LIPT2	387787
LITAF	9516
LIX1	167410
LIX1L	128077
LKAAEAR1	198437
LLGL1	3996
LLGL2	3993
LLPH	84298
LLPH-AS1	103625681
LLPHP1	106480685
LLPHP2	106480300
LMAN1	3998
LMAN1L	79748
LMAN2	10960
LMAN2L	81562
LMBR1	64327
LMBR1L	55716
LMBRD1	55788
LMBRD2	92255
LMCD1	29995
LMCD1-AS1	100288428
LMF1	64788
LMF1-AS1	101929387
LMF2	91289
LMLN	89782
LMLN-AS1	100873947
LMNA	4000
LMNB1	4001
LMNB2	84823
LMNTD1	160492
LMNTD2	256329
LMO1	4004
LMO2	4005
LMO3	55885
LMO4	8543
LMO7	4008
LMO7-AS1	101927155
LMO7DN	729420
LMO7DN-IT1	104326189
LMOD1	25802
LMOD2	442721
LMOD3	56203
LMTK2	22853
LMTK3	114783
LMX1A	4009
LMX1B	4010
LNP1	348801
LNPEP	4012
LNPK	80856
LNX1	84708
LNX1-AS1	100873939
LNX1-AS2	100873955
LNX2	222484
LOH1CR1	8377
LOH12CR2	503693
LOH19CR1	8378
LONP1	9361
LONP2	83752
LONRF1	91694
LONRF2	164832
LONRF2P1	100421827
LONRF2P2	100421799
LONRF3	79836
LOR	4014
LOX	4015
LOXHD1	125336
LOXL1	4016
LOXL1-AS1	100287616
LOXL2	4017
LOXL3	84695
LOXL4	84171
LPA	4018
LPAL1	4019
LPAL2	80350
LPAR1	1902
LPAR2	9170
LPAR3	23566
LPAR4	2846
LPAR5	57121
LPAR6	10161
LPCAT1	79888
LPCAT2	54947
LPCAT2BP	100128094
LPCAT3	10162
LPCAT4	254531
LPGAT1	9926
LPGAT1P1	100129398
LPIN1	23175
LPIN2	9663
LPIN3	64900
LPL	4023
LPO	4025
LPP	4026
LPP-AS1	100873917
LPP-AS2	339929
LPXN	9404
LRAT	9227
LRBA	987
LRCH1	23143
LRCH2	57631
LRCH3	84859
LRCH4	4034
LRCOL1	100507055
LRFN1	57622
LRFN2	57497
LRFN3	79414
LRFN4	78999
LRFN5	145581
LRG1	116844
LRGUK	136332
LRIF1	55791
LRIG1	26018
LRIG2	9860
LRIG3	121227
LRIT1	26103
LRIT2	340745
LRIT3	345193
LRMP	4033
LRP1	4035
LRP1-AS	105751187
LRP1B	53353
LRP2	4036
LRP2BP	55805
LRP3	4037
LRP4	4038
LRP4-AS1	100507401
LRP5	4041
LRP5L	91355
LRP6	4040
LRP8	7804
LRP10	26020
LRP11	84918
LRP12	29967
LRPAP1	4043
LRPPRC	10128
LRR1	122769
LRRC1	55227
LRRC2	79442
LRRC2-AS1	83598
LRRC3	81543
LRRC3-AS1	100861510
LRRC3B	116135
LRRC3C	100505591
LRRC3DN	54083
LRRC4	64101
LRRC4B	94030
LRRC4C	57689
LRRC6	23639
LRRC6P1	100420589
LRRC7	57554
LRRC8A	56262
LRRC8B	23507
LRRC8C	84230
LRRC8D	55144
LRRC8E	80131
LRRC9	341883
LRRC10	376132
LRRC10B	390205
LRRC14	9684
LRRC14B	389257
LRRC15	131578
LRRC17	10234
LRRC18	474354
LRRC19	64922
LRRC20	55222
LRRC23	10233
LRRC24	441381
LRRC25	126364
LRRC26	389816
LRRC27	80313
LRRC28	123355
LRRC29	26231
LRRC30	339291
LRRC31	79782
LRRC32	2615
LRRC34	151827
LRRC34P1	100288378
LRRC34P2	100420613
LRRC36	55282
LRRC37A	9884
LRRC37A2	474170
LRRC37A3	374819
LRRC37A4P	55073
LRRC37A5P	652972
LRRC37A6P	387646
LRRC37A7P	100421589
LRRC37A8P	100533789
LRRC37A9P	100533790
LRRC37A10P	100533791
LRRC37A11P	342666
LRRC37A12P	101929254
LRRC37A13P	106479024
LRRC37A14P	106479025
LRRC37A15P	106481796
LRRC37A16P	651250
LRRC37A17P	644397
LRRC37B	114659
LRRC37BP1	147172
LRRC38	126755
LRRC39	127495
LRRC40	55631
LRRC41	10489
LRRC42	115353
LRRC43	254050
LRRC45	201255
LRRC46	90506
LRRC47	57470
LRRC49	54839
LRRC52	440699
LRRC53	100144878
LRRC55	219527
LRRC56	115399
LRRC57	255252
LRRC58	116064
LRRC59	55379
LRRC61	65999
LRRC63	220416
LRRC66	339977
LRRC69	100130742
LRRC70	100130733
LRRC71	149499
LRRC72	100506049
LRRC73	221424
LRRC74A	145497
LRRC74B	400891
LRRC75A	388341
LRRC75A-AS1	125144
LRRC75B	388886
LRRCC1	85444
LRRD1	401387
LRRFIP1	9208
LRRFIP1P1	101290506
LRRFIP2	9209
LRRIQ1	84125
LRRIQ3	127255
LRRIQ4	344657
LRRK1	79705
LRRK2	120892
LRRN1	57633
LRRN2	10446
LRRN3	54674
LRRN4	164312
LRRN4CL	221091
LRRTM1	347730
LRRTM2	26045
LRRTM3	347731
LRRTM4	80059
LRSAM1	90678
LRTM1	57408
LRTM2	654429
LRTOMT	220074
LRWD1	222229
LSAMP	4045
LSAMP-AS1	101926903
LSG1	55341
LSINCT5	101234261
LSM1	27257
LSM1P1	100820732
LSM1P2	106480288
LSM2	57819
LSM3	27258
LSM3P1	100303748
LSM3P2	100303745
LSM3P3	647302
LSM3P4	100130178
LSM3P5	100303743
LSM4	25804
LSM5	23658
LSM6	11157
LSM6P1	100129011
LSM6P2	100462857
LSM7	51690
LSM8	51691
LSM10	84967
LSM11	134353
LSM12	124801
LSM12P1	653122
LSM14A	26065
LSM14B	149986
LSMEM1	286006
LSMEM2	132228
LSP1	4046
LSP1P1	100463528
LSP1P2	100873967
LSP1P3	729862
LSR	51599
LSS	4047
LST1	7940
LTA	4049
LTA4H	4048
LTB	4050
LTB4R	1241
LTB4R2	56413
LTBP1	4052
LTBP2	4053
LTBP3	4054
LTBP4	8425
LTBR	4055
LTC4S	4056
LTF	4057
LTK	4058
LTN1	26046
LTV1	84946
LTV1P1	100289220
LUADT1	106182249
LUC7L	55692
LUC7L2	51631
LUC7L3	51747
LUC7L3P1	100420198
LUCAT1	100505994
LUM	4060
LUNAR1	104564224
LURAP1	541468
LURAP1L	286343
LURAP1L-AS1	101929467
LUZP1	7798
LUZP2	338645
LUZP4	51213
LUZP4P1	101060111
LUZP6	767558
LVRN	206338
LXN	56925
LY6D	8581
LY6E	4061
LY6G5B	58496
LY6G5C	80741
LY6G6C	80740
LY6G6D	58530
LY6G6E	79136
LY6G6F	259215
LY6H	4062
LY6K	54742
LY6L	101928108
LY9	4063
LY75	4065
LY75-CD302	100526664
LY86	9450
LY86-AS1	285780
LY96	23643
LYAR	55646
LYARP1	100420968
LYG1	129530
LYG2	254773
